0,0.635,-0.64
0.004,0.68,-1.28
0.008,0.63,-1.92
0.012,0.57,-2.535
0.016,0.535,-2.8
0.02,0.51,-2.9
0.024,0.515,-2.99
0.028,0.52,-3.03
0.032,0.525,-3.025
0.036,0.495,-2.975
0.04,0.43,-2.825
0.044,0.275,-2.565
0.048,0.195,-2.305
0.052,0.2,-2.05
0.056,0.26,-1.
